00 00 04 0.2030 1
00 01 00 0.4955 1
00 02 02 0.1284 1
00 03 02 0.1284 1
00 04 02 0.1284 1
00 05 03 0.0000 0
00 06 02 0.0000 0
00 07 02 0.0000 0
00 08 02 0.0000 0
00 09 02 0.0000 0
01 00 01 0.3527 1
01 01 01 0.3527 1
01 02 02 0.3527 1
01 03 02 0.0000 0
01 04 02 0.0000 0
01 05 03 0.0000 0
01 06 02 0.0000 0
01 07 02 0.0000 0
01 08 02 0.0000 0
01 09 02 0.0000 0
02 00 03 0.0000 0
02 01 02 0.0000 0
02 02 02 0.0000 0
02 03 02 0.0000 0
02 04 02 0.0000 0
02 05 02 0.0000 0
02 06 02 0.0000 0
02 07 02 0.0000 0
02 08 02 0.0000 0
02 09 02 0.0000 0
01
11
20
