8,Moving Average(1),ma1,0,0
12,Moving Average(2),hshiftedma,0,0
7,Moving Average(3),ma,0,0
151,2Division(m/t),2lineblock,0,0
152,3Division(m/t),3lineblock,0,0
153,4Division(m/t),4lineblock,0,0
18,Alligator,alligator,0,0
80,Bollinger Band,bollinger,0,0
5120,DEMA,dema,0,0
23,DEMA(Simple),simpledema,0,0
133,Demark,demark,0,0
144,Demark(m/t),demarkblock,0,0
17,Different Interval,overaycandle,0,0
112,Envelope,envelope,0,0
154,Fibonacci(m/t),fiborblock,0,0
6213,Heikin-Ashi,heikinashi,0,0
19,High Low Moving Average,highlowma,0,0
32,Ichimoku Cloud,ilmok,0,0
20,Keltner Channels,kchannel,0,0
4384,LRI,lri,0,0
21,McGinley Dynamic,mcdynamic,0,0
147,Median Price,median,0,0
150,Median Price(m/t),medianblock,0,0
9,MovingAverage(m/t),mablock,0,0
146,Moving Average Channel,mac,0,0
64,MA Ribbon,net,0,0
48,Parabolic SAR,parabolic,0,0
117,Percent Channel(m/t),perchannel,0,0
96,Pivot Lines,pivot,0,0
5344,Pivot Lines(m/t),pivotblock,0,0
5248,Price,price,1,0
128,Price Channel,channel,0,0
16,Price & BOX Chart,box,0,0
22,Projection Bands,projband,0,0
25,Standard Error Band,stderrband,0,0
24,Starc Bands,starcband,0,0
5136,TEMA,tema,0,0
149,TEMA(Simple),simpletema,0,0
26,Tirone Level,tironelevel,0,0
27,VIDYA,vidya,0,0
28,VWMA,vwma,0,0
148,Weighted Close,weightedclose,0,0
145,ZigZag,zigzag,0,0
1280,Binary Wave MACD,bwmacd,0,1
1281,BPDL Hilo Index,bpdlhilo,0,1
1282,BPDL Short Trend,bpdlst,0,1
1283,BPDL Trend Filter,bpdltf,0,1
4192,CCI,cci,0,1
4226,Elder-Ray,elderray,0,1
4144,MACD,macd,0,1
5152,MACD(DEMA),demamacd,0,1
5168,MACD(TEMA),temamacd,0,1
4547,MACD Oscillator,oscillator,0,1
4160,MAO,mao,0,1
1284,McCellan Oscillator,mcosc,0,1
1285,McCellan Summation,mcsum,0,1
4128,Momentum,momentum,0,1
1286,North Price Action Line,npal,0,1
1287,On Balance Price,obp,0,1
1288,Price Change Line,pricechangeline,0,1
4112,Price ROC,proc,0,1
1289,Relative Momentum Index,rmi,0,1
1290,Relative Vigor Indicator,rvigori,0,1
1291,Slope of Price,sop,0,1
1292,Smoothed ROC,sroc,0,1
4208,SONAR,sonar,0,1
4176,TRIX,trix,0,1
4400,TSF,tsf,0,1
4224,TSI,tsi,0,1
1293,Ultimate Oscillator,uosc,0,1
1294,Velocity Index,velindex,0,1
1295,Williams Accumulation Distribution,willad,0,1
1536,AB Ratio,abratio,0,2
4304,ADX,adx,0,2
4336,ADXR,adxr,0,2
4545,Aroon,aroon,0,2
4546,Aroon Osillator,aroonosc,0,2
4528,ATR,atr,0,2
4549,BB-RSI,bbrsi,0,2
1537,BPDL RSI,bpdlrsi,0,2
1538,BPDL Stochastic,bpdlstoch,0,2
1539,Chande Momentum Oscillator,cmo,0,2
1540,Chaikin's Volatility,chaikinvol,0,2
1541,CompuTrac Volatility,comvol,0,2
4288,DMI,dmi,0,2
5296,DMI(Simple),simpledmi,0,2
4496,Disparity,disparity,0,2
4480,Energy,energy,0,2
1542,High Low Envelope,hlenv,0,2
1543,High Low Oscillator,hlosc,0,2
1544,Inertia,inertia,0,2
1545,Klinger Oscillator,ko,0,2
1546,Linear Trend Oscillator,lto,0,2
4368,LRS,lrs,0,2
1547,Mass Index,massindex,0,2
1548,Morris Mixed Momentum,morrmm,0,2
1549,New BPDL HiLo Index MA,newbpdlhli,0,2
1550,Open Difference,opendiff,0,2
1551,QStick,qstick,0,2
1554,Random Walk Index,rwi,0,2
4227,RCI,rci,0,2
1553,Relative Volatility Index,rvi,0,2
1552,Reverse,reverse,0,2
4272,RSI,rsi,0,2
5312,RSI(simple),simplersi,0,2
5216,RSI(stochastic),rsistochastic,0,2
4464,R-Squared,rsquared,0,2
5280,Sigma,sigma,0,2
4261,SMI,smi,0,2
4448,Standard Deviation,stdev,0,2
4432,Standard Error,stdeverr,0,2
4256,Stochastic Fast,stochfast,0,2
4240,Stochastic Slow,stochslow,0,2
5328,Stochastic(Simple),simplestoch,0,2
4550,Stochastic Oscillator,stochosc,0,2
4548,TRIX Slope,trixgradiant,0,2
1555,True Range,tr,0,2
4416,TSF Oscillator,tsfosc,0,2
4544,VHF,vhf,0,2
5264,Volume,volume,1,3
5424,Value,tradingcost,0,3
6416,Foreign(Net),foreigntotbuy,0,3
4592,A/D Line,adline,0,3
1792,Bostian's Intraday Intensity Index,bosintra,0,3
1793,BPDL Relative Volume Index,bpdlrvi,0,3
1794,Chaikin's Money Flow,cmf,0,3
4608,CO,co,0,3
1795,Daily Volume Index,dvi,0,3
4225,Ease of Movement,eom,0,3
4675,Force Index,fi,0,3
1796,GM McCellan Oscillator,gmmcosc,0,3
1797,GM McCellan Summation,gmmcsum,0,3
4624,MFI,mfi,0,3
1798,Morris Intraday Accumulator,morria,0,3
1799,Moving Balance Indicator,mbi,0,3
1800,Negative Volume Index,nvi,0,3
4640,OBV,obv,0,3
4672,OBV and VR,obvr,0,3
1801,OBV with Average Volume,obvav,0,3
1802,OBV Midpoint,obvmid,0,3
1803,OBV Oscillator,obvosc,0,3
1804,Positive Volume Index,pvi,0,3
1805,Price Volume Trend,pvt,0,3
